epoch,loss,accuracy,val_loss,val_accuracy,lr
0,1.6752808094024658,0.26055195927619934,1.569688320159912,0.3219696879386902,0.001
1,1.5799413919448853,0.3050788640975952,1.5131711959838867,0.3252164423465729,0.001
2,1.5557059049606323,0.3128478527069092,1.499792456626892,0.3365800976753235,0.001
3,1.5341976881027222,0.32676252722740173,1.4572073221206665,0.344696968793869,0.001
4,1.5100066661834717,0.3384740352630615,1.4532387256622314,0.37012988328933716,0.001
5,1.4927164316177368,0.34659090638160706,1.419145941734314,0.4188311696052551,0.001
6,1.4783388376235962,0.34995362162590027,1.4106656312942505,0.4323593080043793,0.001
7,1.455004334449768,0.3542439639568329,1.399685025215149,0.40367963910102844,0.001
8,1.4319921731948853,0.37233301997184753,1.3534656763076782,0.4523809552192688,0.001
9,1.414185881614685,0.3740723431110382,1.3278250694274902,0.4101731479167938,0.001
10,1.4023524522781372,0.3753478527069092,1.303776502609253,0.42694804072380066,0.001
11,1.3938069343566895,0.3852040767669678,1.3373372554779053,0.4345238208770752,0.001
12,1.391980528831482,0.3834647536277771,1.2762460708618164,0.46320345997810364,0.001
13,1.3873740434646606,0.3848562240600586,1.2945080995559692,0.48647186160087585,0.001
14,1.376202940940857,0.39308905601501465,1.3059042692184448,0.45670995116233826,0.001
15,1.3702363967895508,0.3910018503665924,1.2648037672042847,0.4886363744735718,0.001
16,1.36073899269104,0.3828849792480469,1.2553335428237915,0.4377705752849579,0.001
17,1.3472003936767578,0.3943645656108856,1.2991358041763306,0.4139610528945923,0.001
18,1.3356395959854126,0.3979591727256775,1.2338595390319824,0.4588744640350342,0.001
19,1.3414112329483032,0.39598792791366577,1.252225399017334,0.4323593080043793,0.001
