epoch,loss,accuracy,val_loss,val_accuracy,lr
0,1.557392954826355,0.3128478527069092,1.3906526565551758,0.3695887327194214,0.001
1,1.3846402168273926,0.3939007520675659,1.280390739440918,0.41829004883766174,0.001
2,1.2506380081176758,0.43958720564842224,1.171420693397522,0.46536797285079956,0.001
3,1.1855965852737427,0.46208256483078003,1.1106534004211426,0.45725107192993164,0.001
4,1.1348429918289185,0.48770871758461,1.1246700286865234,0.49025973677635193,0.001
5,1.0969836711883545,0.505797803401947,1.1290278434753418,0.46590909361839294,0.001
6,1.0577596426010132,0.5235389471054077,1.050877571105957,0.5530303120613098,0.001
7,1.0071001052856445,0.5506725311279297,0.9386469721794128,0.5806276798248291,0.001
8,0.9734142422676086,0.5620361566543579,0.9201374650001526,0.600649356842041,0.001
9,0.9496132135391235,0.573515772819519,0.8813077211380005,0.613095223903656,0.001
10,0.9317718148231506,0.5851113200187683,0.9483686685562134,0.613095223903656,0.001
11,0.8935365080833435,0.6020408272743225,0.8906201124191284,0.6103895902633667,0.001
12,0.8828827142715454,0.5989100337028503,0.819974958896637,0.6498917937278748,0.001
13,0.8734631538391113,0.611201286315918,0.7973670363426208,0.6580086350440979,0.001
14,0.8399590849876404,0.6341604590415955,0.7812144756317139,0.6661255359649658,0.001
15,0.8160563111305237,0.6371753215789795,0.7802237272262573,0.6504328846931458,0.001
16,0.7983152866363525,0.6492347121238708,0.8669818639755249,0.6439393758773804,0.001
17,0.7882062196731567,0.6527133584022522,0.7685635685920715,0.6801947951316833,0.001
18,0.768085777759552,0.6650046110153198,0.7346233129501343,0.6807359457015991,0.001
19,0.7468427419662476,0.6727736592292786,0.7484531402587891,0.6834415793418884,0.001
