epoch,loss,accuracy,val_loss,val_accuracy,lr
24,0.478751003742218,0.878014862537384,0.8727080821990967,0.7884199023246765,0.0005
25,0.45529109239578247,0.885783851146698,0.7011812329292297,0.8165584206581116,0.0005
26,0.46704667806625366,0.8769712448120117,0.7814244031906128,0.786255419254303,0.0005
27,0.4614039957523346,0.8843923807144165,0.5211510062217712,0.8695887327194214,0.0005
28,0.4581579267978668,0.8870593905448914,0.5412164330482483,0.8463203310966492,0.0005
29,0.4567466676235199,0.8856679201126099,0.5624182224273682,0.8479437232017517,0.0005
30,0.44119685888290405,0.8912337422370911,0.7286897301673889,0.8068181872367859,0.0005
31,0.4488741159439087,0.8899582624435425,0.5652275681495667,0.8555194735527039,0.0005
32,0.44483038783073425,0.888798713684082,0.4305058717727661,0.898809552192688,0.0005
33,0.4303187429904938,0.8952922224998474,0.5047078132629395,0.8771644830703735,0.0005
34,0.4247523248195648,0.8992347121238708,0.8506563901901245,0.7851731777191162,0.0005
35,0.43316805362701416,0.8962198495864868,0.4966105818748474,0.8831169009208679,0.0005
36,0.418785035610199,0.9000464081764221,0.5616379976272583,0.8593073487281799,0.0005
37,0.41965997219085693,0.9010899662971497,0.4966954290866852,0.8782467246055603,0.0005
38,0.4325023889541626,0.8971474766731262,0.6049338579177856,0.8560606241226196,0.0005
39,0.4312431514263153,0.896335780620575,0.5078046321868896,0.8739177584648132,0.0005
40,0.4268306791782379,0.8948283791542053,0.386111855506897,0.911255419254303,0.0005
41,0.41871851682662964,0.8977272510528564,0.489383339881897,0.8825757503509521,0.0005
42,0.41012459993362427,0.9045686721801758,0.4131304621696472,0.9058441519737244,0.0005
43,0.40656042098999023,0.9043367505073547,0.5247616171836853,0.8728355169296265,0.0005
44,0.40776824951171875,0.904916524887085,1.0514202117919922,0.7478355169296265,0.0005
45,0.4051830768585205,0.9027133584022522,0.49185773730278015,0.8820346593856812,0.0005
46,0.40926963090896606,0.8988867998123169,0.733410656452179,0.810606062412262,0.0005
47,0.3955514132976532,0.9089749455451965,0.49548739194869995,0.8890692591667175,0.0005
48,0.40674296021461487,0.9057282209396362,0.41122040152549744,0.9123376607894897,0.0005
49,0.3997361958026886,0.9068877696990967,0.4708661437034607,0.8896104097366333,0.0005
50,0.4010922610759735,0.9043367505073547,0.5713342428207397,0.8636363744735718,0.0005
51,0.3908435106277466,0.9096707105636597,0.4967145621776581,0.8717532753944397,0.0005
52,0.3914673328399658,0.9079313278198242,0.6788772940635681,0.8376623392105103,0.0005
53,0.3946443498134613,0.9085111021995544,0.581659197807312,0.8576839566230774,0.0005
54,0.3833138346672058,0.9130333662033081,0.5283868908882141,0.8679653406143188,0.0005
55,0.38219305872917175,0.9115259647369385,0.3895649313926697,0.915043294429779,0.0005
56,0.37591010332107544,0.9165120720863342,0.4326276183128357,0.899350643157959,0.0005
57,0.3835377097129822,0.907699465751648,0.463530957698822,0.8923160433769226,0.0005
58,0.3943451941013336,0.9086270928382874,0.4317236840724945,0.8933982849121094,0.0005
59,0.392046719789505,0.913149356842041,0.46796470880508423,0.8912337422370911,0.0005
60,0.3722664713859558,0.9154684543609619,0.4407384991645813,0.9020562767982483,0.0005
61,0.3799700438976288,0.9119898080825806,0.3860915005207062,0.9047619104385376,0.0005
62,0.3820705711841583,0.9123376607894897,0.448991596698761,0.8917748928070068,0.0005
63,0.3787573277950287,0.9128015041351318,0.4228338301181793,0.9123376607894897,0.0005
64,0.3375088572502136,0.9330936670303345,0.3392900824546814,0.9318181872367859,5.0000002e-05
65,0.3167648911476135,0.9371521472930908,0.32930734753608704,0.935606062412262,5.0000002e-05
66,0.30511245131492615,0.9401669502258301,0.3185107409954071,0.9350649118423462,5.0000002e-05
67,0.3053620159626007,0.9391233921051025,0.3196481168270111,0.9366883039474487,5.0000002e-05
68,0.29783838987350464,0.9388914704322815,0.32180991768836975,0.9350649118423462,5.0000002e-05
69,0.29512104392051697,0.943065881729126,0.31112557649612427,0.9366883039474487,5.0000002e-05
70,0.2963361144065857,0.9422541856765747,0.3095060884952545,0.9372294545173645,5.0000002e-05
71,0.2939530909061432,0.9406307935714722,0.3134552836418152,0.935606062412262,5.0000002e-05
72,0.2877577245235443,0.9424861073493958,0.31045612692832947,0.9366883039474487,5.0000002e-05
73,0.28307047486305237,0.9463126063346863,0.30974748730659485,0.9350649118423462,5.0000002e-05
74,0.2843571603298187,0.940282940864563,0.3010340631008148,0.9339826703071594,5.0000002e-05
75,0.2789946496486664,0.9449211359024048,0.3139847218990326,0.9323592782020569,5.0000002e-05
76,0.2776830196380615,0.943297803401947,0.3014184534549713,0.935606062412262,5.0000002e-05
77,0.2782594561576843,0.943065881729126,0.31054747104644775,0.9329004287719727,5.0000002e-05
78,0.2749941945075989,0.9436456561088562,0.3003222644329071,0.9329004287719727,5.0000002e-05
79,0.2696719765663147,0.9443413615226746,0.30261263251304626,0.9339826703071594,5.0000003e-06
80,0.26912713050842285,0.9467764496803284,0.3025669455528259,0.9350649118423462,5.0000003e-06
