epoch,loss,accuracy,val_loss,val_accuracy,lr
0,1.4286991357803345,0.46730056405067444,2.072848081588745,0.3100649416446686,0.0005
1,1.128475308418274,0.5869666337966919,1.3159607648849487,0.47456708550453186,0.0005
2,0.984342634677887,0.6405380368232727,1.0138612985610962,0.6185064911842346,0.0005
3,0.8766413331031799,0.6907467246055603,1.2305299043655396,0.5676407217979431,0.0005
4,0.8189500570297241,0.714633584022522,1.3372267484664917,0.5806276798248291,0.0005
5,0.7642678618431091,0.7397959232330322,0.6458253860473633,0.802489161491394,0.0005
6,0.7189303040504456,0.7603200078010559,1.0278724431991577,0.6390692591667175,0.0005
7,0.6937990784645081,0.7716836929321289,2.176910400390625,0.49296537041664124,0.0005
8,0.6576484441757202,0.7871057391166687,0.6224741339683533,0.8100649118423462,0.0005
9,0.6361971497535706,0.7929035425186157,0.6847734451293945,0.7819263935089111,0.0005
10,0.6089122295379639,0.8080936670303345,1.2724051475524902,0.6287878751754761,0.0005
11,0.5896758437156677,0.8210806846618652,0.5956462025642395,0.8192640542984009,0.0005
12,0.5903885960578918,0.8224721550941467,0.7583483457565308,0.7792207598686218,0.0005
13,0.5888512134552002,0.8195732831954956,0.5490636825561523,0.8457792401313782,0.0005
14,0.5426139831542969,0.8412569761276245,0.6340081095695496,0.8073592782020569,0.0005
15,0.5437346696853638,0.8446196913719177,0.8137766718864441,0.7445887327194214,0.0005
16,0.5472638010978699,0.8455473184585571,0.5310378074645996,0.8317099809646606,0.0005
17,0.5213232636451721,0.8538960814476013,0.7760234475135803,0.7732684016227722,0.0005
18,0.5185041427612305,0.858418345451355,0.8148679137229919,0.7608225345611572,0.0005
19,0.4972914755344391,0.8638682961463928,0.7448878884315491,0.7954545617103577,0.0005
20,0.4845157563686371,0.8705936670303345,0.5224654674530029,0.8668830990791321,0.0005
21,0.49548861384391785,0.8690862655639648,0.9840014576911926,0.737554132938385,0.0005
22,0.4888390004634857,0.8730287551879883,0.5933555960655212,0.8392857313156128,0.0005
23,0.47940781712532043,0.8740723729133606,1.136254906654358,0.7115800976753235,0.0005
